"TOA5","73410","CR1000X","73410","CR1000X.8.4.0","CPU:Romeral_10032026.CR1X","36289","Romeral"
"TIMESTAMP","RECORD","Batt_volt_Min","BatterySOC","PTemp","VWC_1_158cm","VWC_2_518cm","VWC_3_878cm","VWC_4_1239cm","VWC_5_1599cm","VWC_6_1960cm","VWC_7_2320cm","VWC_8_2681cm","PT_1_203cm","PT_2_563cm","PT_3_923cm","PT_4_1284cm","PT_5_1644cm","PT_6_2005cm","PT_7_2365cm","PT_8_2726cm","TEMP_1_158cm","TEMP_2_518cm","TEMP_3_878cm","TEMP_4_1239cm","TEMP_5_1599cm","TEMP_6_1960cm","TEMP_7_2320cm","TEMP_8_2681cm","DPT_1_244cm","DPT_2_604cm","DPT_3_964cm","DPT_4_1325cm","DPT_5_1685cm","DPT_6_2046cm","DPT_7_2406cm","DPT_8_2767cm","APT_EX","APT_2_604cm","APT_3_964cm","APT_4_1325cm","APT_5_1685cm","APT_6_2046cm","APT_7_2406cm","APT_8_2767cm"
"TS","RN","Volts","%","Deg C","%","%","%","%","%","%","%","%","mBar","mBar","mBar","mBar","mBar","mBar","mBar","mBar","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm","cm"
"","","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-21 14:30:00",419,13.99,1,24.96,2.5,26.7,36.5,33.3,42.1,39.8,45.9,31.7,614.7,706.8,619.5,627.3,615.6,661.2,648.4,696.5,27.1,25.9,25.8,25.8,25.5,25.1,24.9,25,0.6,-2.3,-2,-2.3,-3,-5.1,-3.4,0.5,950,-3.473,-2.966,-6.122,-7.25,-5.32,-2.987,1.197
"2026-01-21 14:45:00",420,13.99,1,26.67,2.7,26.7,36,33.7,42.5,39.8,45.5,31.7,617.1,716.3,620.4,627.7,616.2,661.3,648.4,697.2,27.1,25.9,25.8,25.8,25.5,25.1,24.9,25,0.6,-2.1,-1.8,-2.1,-2.8,-4.9,-3.2,0.5,951,-3.313,-2.821,-5.981,-7.146,-5.266,-2.867,1.119
"2026-01-21 15:00:00",421,13.99,1,28.07,2.7,26.7,36.5,33.3,42.5,39.3,45.9,31.7,619.5,720,620.9,627.9,616.6,660.8,648.3,697.5,27,25.9,25.8,25.8,25.5,25.1,24.9,25,0.6,-2,-1.7,-2,-2.7,-4.8,-3.1,0.5,951,-3.374,-2.93,-6.103,-7.218,-5.373,-2.927,0.928
"2026-01-21 15:15:00",422,13.58,0.99,28.96,2.7,26.7,36,32.9,42.1,39.3,46.3,31.7,620.8,722.5,620.6,627.7,616.2,660.3,648.3,697.2,27,25.9,25.8,25.8,25.5,25.1,24.9,25,0.7,-1.9,-1.5,-1.9,-2.6,-4.7,-2.9,0.5,951,-3.324,-2.804,-5.987,-7.113,-5.256,-2.855,0.903
"2026-01-21 15:30:00",423,13.58,0.99,29.46,2.5,26.7,36,33.7,42.1,39.8,46.3,32,622.3,725.5,620.9,628.1,616.8,660.3,648.7,697.5,27,25.8,25.8,25.8,25.5,25.2,24.9,25,0.7,-1.7,-1.4,-1.7,-2.4,-4.6,-2.8,0.5,950,-3.172,-2.689,-5.89,-7.027,-5.161,-2.737,0.893
"2026-01-21 15:45:00",424,13.57,0.99,29.8,2.5,26.7,36,33.7,42.1,39.8,45.5,32,623.6,727.8,621.2,628.6,617.4,660.4,649.2,697.8,27,25.8,25.8,25.8,25.5,25.2,24.9,25,0.7,-1.7,-1.4,-1.8,-2.4,-4.6,-2.8,0.5,951,-3.286,-2.774,-5.946,-7.045,-5.204,-2.776,0.863
"2026-01-21 16:00:00",425,13.59,0.99,30.09,2.5,27.1,36.5,33.7,42.1,40.2,46.3,32,625,729.9,621.5,629.1,617.7,660.5,649.6,698.1,27,25.8,25.8,25.8,25.5,25.1,24.9,24.9,0.6,-1.7,-1.3,-1.7,-2.4,-4.5,-2.7,0.5,951,-3.159,-2.693,-5.87,-6.994,-5.13,-2.757,0.831
"2026-01-21 16:15:00",426,13.58,0.99,30.37,2.5,26.7,36.5,33.3,42.5,39.3,46.3,32,626.4,732.1,621.7,629.4,618.3,660.5,650,698.3,27,25.8,25.7,25.8,25.4,25.1,24.9,25,0.7,-1.4,-1.1,-1.5,-2.1,-4.3,-2.5,0.5,950,-3.055,-2.564,-5.725,-6.856,-4.975,-2.581,0.792
"2026-01-21 16:30:00",427,13.58,0.99,30.51,2.7,26.7,36,33.7,42.1,40.2,46.3,32,627.5,734.4,621.8,629.7,618.7,660.6,650.5,698.5,26.9,25.8,25.7,25.8,25.5,25.1,24.9,24.9,0.7,-1.5,-1.1,-1.5,-2.2,-4.3,-2.6,0.5,950,-3.073,-2.555,-5.741,-6.863,-5.036,-2.6,0.757
"2026-01-21 16:45:00",428,13.58,0.99,30.54,2.7,26.7,36.5,33.3,42.5,39.8,46.3,32.4,628.4,737.1,623.2,630,619.3,660.9,651,698.8,26.9,25.8,25.7,25.7,25.4,25.1,24.9,24.9,0.7,-1.4,-1.1,-1.4,-2.1,-4.3,-2.5,0.5,950,-3.018,-2.569,-5.684,-6.828,-4.989,-2.601,0.692
"2026-01-21 17:00:00",429,13.59,0.99,30.51,2.5,26.7,36,33.3,42.5,40.2,45.9,32,629.3,739.4,623.7,630.5,619.8,661.2,651.5,699.2,26.9,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-1.4,-1,-1.4,-2,-4.2,-2.5,0.5,950,-2.995,-2.484,-5.665,-6.831,-4.96,-2.603,0.654
"2026-01-21 17:15:00",430,13.58,0.99,30.43,2.5,26.7,36,33.7,42.1,39.8,46.3,32,629.9,741.3,624,630.9,620.4,661.6,652.8,699.5,26.9,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-1.3,-0.9,-1.3,-2,-4.1,-2.4,0.5,950,-2.944,-2.43,-5.625,-6.749,-4.945,-2.519,0.653
"2026-01-21 17:30:00",431,13.58,0.99,30.36,2.5,26.7,36,33.3,42.5,39.8,45.9,32,630.6,743.1,624.4,631.5,621,662,653.4,699.9,26.8,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-1.2,-0.8,-1.2,-1.9,-4,-2.3,0.5,950,-2.817,-2.294,-5.487,-6.649,-4.791,-2.321,0.627
"2026-01-21 17:45:00",432,13.59,0.99,30.34,2.5,27.1,36.5,32.9,42.5,39.8,46.6,31.7,631.7,745.3,624.8,632.1,621.6,662.3,653.9,700.2,26.8,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-1,-0.7,-1.1,-1.7,-3.9,-2.2,0.5,950,-2.68,-2.205,-5.374,-6.494,-4.723,-2.306,0.624
"2026-01-21 18:00:00",433,13.57,0.99,30.33,2.5,27.1,36,32.9,42.5,39.8,46.6,31.7,633.2,747.9,625.5,632.7,622.2,662.6,654.4,700.6,26.8,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-0.9,-0.6,-1,-1.6,-3.8,-2.1,0.5,950,-2.593,-2.111,-5.277,-6.389,-4.539,-2.195,0.669
"2026-01-21 18:15:00",434,13.59,0.99,30.33,2.5,27.1,36.5,33.3,42.1,40.2,46.3,32,634.6,750.9,626.2,633,622.8,662.9,654.8,700.8,26.8,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-0.8,-0.5,-0.8,-1.5,-3.7,-1.9,0.5,950,-2.519,-2.087,-5.213,-6.352,-4.554,-2.164,0.562
"2026-01-21 18:30:00",435,13.58,0.99,30.34,2.5,26.7,36,33.7,42.1,39.8,46.3,31.7,635.8,753.5,627.1,633.6,623.4,663.3,655.2,701.1,26.8,25.7,25.6,25.7,25.4,25.1,24.8,24.9,0.7,-0.7,-0.4,-0.8,-1.4,-3.6,-1.9,0.5,950,-2.413,-1.963,-5.085,-6.241,-4.407,-2.045,0.605
"2026-01-21 18:45:00",436,13.59,0.99,30.34,2.5,26.7,36,32.9,42.1,39.8,45.9,31.7,636.8,756.1,627.9,634,623.9,663.7,655.4,701.4,26.7,25.7,25.7,25.7,25.4,25.1,24.8,24.9,0.7,-0.7,-0.4,-0.8,-1.4,-3.6,-1.9,0.5,950,-2.463,-1.977,-5.129,-6.288,-4.503,-2.111,0.547
"2026-01-21 19:00:00",437,13.59,0.99,30.32,2.5,27.1,36.5,33.7,42.5,40.2,45.9,31.7,637.6,758.6,628.7,634.5,624.5,664,655.8,701.7,26.7,25.7,25.6,25.7,25.4,25.1,24.8,24.9,0.7,-0.6,-0.3,-0.6,-1.3,-3.5,-1.8,0.5,950,-2.274,-1.782,-4.951,-6.084,-4.293,-1.919,0.704
"2026-01-21 19:15:00",438,13.57,1,30.29,2.5,26.7,36.5,33.3,42.5,39.8,45.9,32,638.3,761,629.3,635,625.1,664.4,656.1,702,26.7,25.7,25.6,25.6,25.4,25.1,24.8,24.8,0.7,-0.5,-0.2,-0.6,-1.2,-3.4,-1.7,0.5,950,-2.266,-1.738,-4.903,-6.017,-4.238,-1.867,0.651
"2026-01-21 19:30:00",439,13.59,0.99,30.29,2.5,26.4,36.5,33.3,42.1,40.2,46.3,31.7,639.4,763.3,629.8,635.4,625.7,664.8,656.5,702.3,26.7,25.6,25.6,25.6,25.4,25.1,24.8,24.8,0.7,-0.4,-0.1,-0.4,-1.1,-3.3,-1.6,0.5,949,-2.12,-1.624,-4.775,-5.888,-4.128,-1.733,0.655
"2026-01-21 19:45:00",440,13.59,0.99,30.33,2.7,26.7,36.9,33.7,42.5,39.3,46.3,32,640.1,765.5,630.2,635.7,626.2,665.2,656.8,702.6,26.7,25.6,25.6,25.6,25.3,25,24.8,24.8,0.7,-0.4,-0.1,-0.4,-1.1,-3.3,-1.6,0.5,949,-2.033,-1.586,-4.698,-5.834,-4.121,-1.735,0.614
"2026-01-21 20:00:00",441,13.58,0.99,30.25,2.5,26.7,36.5,33.7,42.5,39.3,45.9,32,640.9,767.7,630.3,636.2,626.8,665.6,657.1,703,26.7,25.6,25.6,25.6,25.3,25,24.8,24.8,0.7,-0.4,-0.1,-0.4,-1.1,-3.3,-1.6,0.5,949,-2.173,-1.677,-4.78,-5.917,-4.166,-1.758,0.668
"2026-01-21 20:15:00",442,13.57,0.99,30.15,2.5,27.1,36,33.3,42.1,39.8,46.3,32.4,641.7,770,630.5,636.5,627.2,666,657.3,703.3,26.7,25.6,25.6,25.6,25.3,25,24.8,24.8,0.7,-0.2,0.1,-0.3,-0.9,-3.1,-1.4,0.5,949,-1.998,-1.477,-4.549,-5.747,-4.028,-1.642,0.595
"2026-01-21 18:45:00",444,13.57,0.99,24.53,2.5,26.7,36,34.1,42.5,39.8,46.3,31.7,608.8,634.5,614.6,597.1,614.7,608.9,611.4,622.5,26.6,25.6,25.5,25.6,25.3,25,24.8,24.8,0.7,0.4,0.7,0.4,-0.3,-2.5,-0.8,0.5,948,-0.827,-0.354,-3.48,-4.574,-2.863,-0.472,1.052
"2026-01-21 19:00:00",445,13.59,1,24.17,2.7,26.7,36,34.1,42.5,39.8,45.9,32.4,608,636.8,615.4,599.7,616.7,610.1,611.9,623.7,26.6,25.5,25.5,25.6,25.3,25,24.7,24.8,0.7,0.4,0.7,0.4,-0.3,-2.5,-0.8,0.5,948,-0.841,-0.37,-3.469,-4.636,-2.942,-0.513,1.048
"2026-01-21 19:15:00",446,13.58,0.99,24.83,2.5,26.7,36,32.9,42.5,39.8,45.9,32,610.3,642.2,616.8,601.2,616.3,610.8,612.4,624.6,26.6,25.5,25.5,25.6,25.3,25,24.8,24.8,0.7,0.5,0.8,0.4,-0.3,-2.5,-0.8,0.5,948,-0.906,-0.41,-3.503,-4.67,-2.973,-0.581,0.955
"2026-01-21 19:30:00",447,13.58,1,25.21,2.5,27.1,36,33.3,42.1,39.8,46.3,31.7,612,649.2,617.5,601.5,615.5,611.4,612.9,625.2,26.6,25.5,25.5,25.6,25.3,25,24.7,24.8,0.7,0.5,0.8,0.5,-0.2,-2.4,-0.7,0.5,948,-0.852,-0.387,-3.513,-4.645,-2.898,-0.538,0.955
"2026-01-21 19:45:00",448,13.49,0.96,25.38,2.5,26.4,36.5,32.9,42.1,39.3,46.3,31.7,612.7,656.5,617.6,601.6,615.5,611.8,612.8,625.7,26.5,25.5,25.5,25.5,25.2,24.9,24.7,24.8,0.7,0.6,0.9,0.5,-0.1,-2.4,-0.7,0.5,948,-0.843,-0.35,-3.481,-4.605,-2.896,-0.515,0.946
"2026-01-21 20:00:00",449,13.3,0.9,25.4,2.7,26.7,36.5,33.3,42.5,39.3,45.5,32,612.4,663.6,616.4,600.9,614.8,612,609.7,625.5,26.5,25.5,25.5,25.5,25.2,24.9,24.8,24.8,0.7,0.5,0.8,0.5,-0.2,-2.4,-0.7,0.5,948,-0.798,-0.317,-3.444,-4.6,-2.914,-0.481,0.96
"2026-01-21 20:15:00",450,13.18,0.85,25.24,2.5,26.7,36,33.3,42.1,39.8,45.9,31.7,611.3,670.8,615.4,599.4,614.2,612.2,609.7,625.4,26.5,25.5,25.5,25.5,25.2,25,24.7,24.7,0.7,0.6,0.9,0.5,-0.1,-2.4,-0.7,0.5,948,-0.763,-0.251,-3.397,-4.548,-2.789,-0.392,1.077
"2026-01-21 20:30:00",451,13.04,0.8,24.91,2.7,26.7,36.5,33.3,42.5,40.2,45.9,31.7,609.3,676.1,614.3,598.1,612.6,612.4,608.6,624.6,26.5,25.5,25.5,25.5,25.2,24.9,24.7,24.7,0.7,0.5,0.8,0.5,-0.2,-2.5,-0.8,0.5,948,-0.887,-0.334,-3.452,-4.578,-2.902,-0.423,1.025
"2026-01-21 20:45:00",452,12.98,0.77,24.47,2.5,27.1,36,33.3,42.5,39.3,45.9,32.4,606.8,682.6,612.9,596.7,611.7,612.4,607.8,624.3,26.5,25.5,25.5,25.5,25.2,24.9,24.7,24.7,0.7,0.3,0.6,0.3,-0.4,-2.7,-0.9,0.5,948,-1.015,-0.477,-3.553,-4.699,-3.021,-0.56,1.11
"2026-01-21 21:00:00",453,12.95,0.77,23.97,2.5,26.7,36.5,33.3,42.5,40.2,45.9,32,604.9,688.1,611.5,595.6,610.7,604.2,607.2,623.7,26.4,25.5,25.5,25.5,25.2,24.9,24.7,24.7,0.7,0.1,0.4,0.1,-0.6,-2.8,-1.1,0.5,948,-1.167,-0.64,-3.734,-4.887,-3.256,-0.842,1.073
"2026-01-21 21:15:00",454,12.95,0.77,23.45,2.5,27.1,36.5,33.7,42.1,39.8,45.9,31.7,603.8,693.7,610.2,594.8,608.3,601.7,606.4,623.3,26.4,25.5,25.5,25.5,25.2,24.9,24.7,24.7,0.7,-0.1,0.2,-0.1,-0.8,-3,-1.3,0.5,948,-1.28,-0.771,-3.873,-4.993,-3.331,-0.885,1.193
"2026-01-21 21:30:00",455,12.93,0.77,22.94,2.5,26.7,36.5,32.9,42.1,39.8,45.9,32.4,603.1,699.3,609,593.8,606.3,602.1,605.7,623.1,26.4,25.4,25.4,25.5,25.2,24.9,24.7,24.7,0.6,-0.3,0,-0.3,-1,-3.2,-1.5,0.5,948,-1.494,-0.931,-4.024,-5.171,-3.536,-1.059,1.248
"2026-01-21 21:45:00",456,12.91,0.76,22.46,2.5,26.4,36.9,33.3,42.1,39.8,47.4,32,602.7,704.7,607.9,593,605,602.6,605.8,623.1,26.4,25.4,25.4,25.5,25.2,24.9,24.7,24.7,0.6,-0.5,-0.2,-0.5,-1.2,-3.5,-1.7,0.5,948,-1.619,-1.151,-4.269,-5.38,-3.679,-1.243,1.241
"2026-01-21 22:00:00",457,12.9,0.76,22.02,2.5,27.1,36,33.7,42.5,39.8,45.9,31.7,602.7,710.3,607,592.4,604.6,603,604.1,623.5,26.4,25.4,25.4,25.5,25.2,24.9,24.7,24.7,0.6,-0.5,-0.2,-0.5,-1.2,-3.5,-1.7,0.5,949,-1.703,-1.168,-4.267,-5.409,-3.705,-1.176,1.267
"2026-01-21 22:15:00",458,12.91,0.75,21.61,2.5,26.7,36,34.1,42.1,39.8,45.9,31.7,601.9,715.5,606.2,591.6,603.7,603.4,604.5,622.9,26.4,25.4,25.4,25.5,25.2,24.9,24.7,24.7,0.6,-0.6,-0.3,-0.6,-1.3,-3.6,-1.8,0.5,948,-1.721,-1.213,-4.296,-5.44,-3.755,-1.273,1.261
"2026-01-21 22:30:00",459,12.9,0.75,21.24,2.5,26.7,36.9,33.7,42.5,39.8,46.3,31.7,601.3,720.6,605.6,590.9,603.2,599.5,604.4,623.2,26.4,25.4,25.4,25.5,25.2,24.9,24.7,24.7,0.6,-0.8,-0.5,-0.8,-1.5,-3.7,-2,0.5,949,-1.77,-1.328,-4.397,-5.545,-3.881,-1.382,1.42
"2026-01-21 22:45:00",460,12.89,0.75,20.89,2.5,26.7,36.5,34.1,42.1,39.8,46.3,31.7,600.8,726,604.8,590.4,603,599.8,604.1,623.5,26.3,25.4,25.4,25.5,25.1,24.9,24.7,24.7,0.6,-0.9,-0.6,-0.9,-1.6,-3.9,-2.1,0.5,949,-1.891,-1.413,-4.49,-5.629,-3.964,-1.489,1.353
"2026-01-21 23:00:00",461,12.87,0.74,20.59,2.5,26.7,36,32.9,42.1,39.8,46.3,32,600.4,731.7,604.3,589.5,600.7,600.4,604,623.8,26.3,25.4,25.4,25.4,25.1,24.9,24.7,24.7,0.6,-1,-0.7,-1,-1.7,-3.9,-2.2,0.5,949,-2.023,-1.513,-4.586,-5.722,-4.085,-1.565,1.335
"2026-01-21 23:15:00",462,12.88,0.74,20.31,2.5,26.7,36.5,33.3,42.5,39.8,46.3,31.7,600.1,736.6,603.9,588.1,600.3,600.8,603.8,624.1,26.3,25.4,25.4,25.4,25.2,24.9,24.7,24.7,0.6,-1,-0.7,-1.1,-1.7,-4,-2.2,0.5,949,-1.984,-1.546,-4.581,-5.718,-4.035,-1.574,1.412
"2026-01-21 23:30:00",463,12.87,0.74,20.05,2.7,26.7,36.5,32.9,42.5,39.3,45.5,32,599.9,741.2,603.4,587.4,600.3,601.2,602,624.4,26.3,25.4,25.4,25.4,25.1,24.9,24.7,24.7,0.6,-1.1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,949,-2.099,-1.606,-4.679,-5.83,-4.184,-1.63,1.494
"2026-01-21 23:45:00",464,12.88,0.74,19.8,2.5,26.7,36,33.7,42.1,39.8,46.3,31.7,600.8,746.8,604.1,587.7,601.4,602.5,603.4,625.8,26.3,25.4,25.4,25.4,25.1,24.9,24.7,24.7,0.6,-1.1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,949,-2.067,-1.559,-4.588,-5.776,-4.172,-1.603,1.45
"2026-01-22 00:00:00",465,12.85,0.74,19.45,2.5,26.7,36,32.9,42.5,40.2,45.9,31.7,600.8,751.6,603.7,587.4,600.9,602.8,603.8,626.1,26.3,25.3,25.4,25.4,25.1,24.9,24.7,24.6,0.6,-1.1,-0.9,-1.2,-1.9,-4.1,-2.4,0.5,949,-2.081,-1.611,-4.677,-5.825,-4.172,-1.665,1.586
"2026-01-22 00:15:00",466,12.86,0.74,19.13,2.5,26.7,36.5,33.3,42.1,39.3,46.3,32,600.8,756.3,603.5,587.3,601,603.2,604.5,626.5,26.3,25.4,25.3,25.4,25.1,24.9,24.7,24.6,0.6,-1.1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,949,-1.995,-1.46,-4.557,-5.73,-4.037,-1.528,1.559
"2026-01-22 00:30:00",467,12.86,0.74,18.87,2.5,26.7,36,33.7,42.5,39.3,46.6,32,600.8,761.1,603.2,587,600.5,597.4,604.9,626.8,26.3,25.3,25.3,25.4,25.1,24.8,24.7,24.6,0.6,-1.1,-0.9,-1.2,-1.9,-4.2,-2.4,0.5,949,-2.047,-1.505,-4.637,-5.716,-4.141,-1.547,1.571
"2026-01-22 00:45:00",468,12.85,0.74,18.66,2.5,27.1,36.5,33.7,42.5,39.8,46.3,32,601,765.6,603.1,586,600.5,597.9,605.2,627.1,26.3,25.3,25.3,25.4,25.1,24.8,24.7,24.6,0.6,-1.1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,948,-1.96,-1.495,-4.54,-5.673,-4.041,-1.492,1.582
"2026-01-22 01:00:00",469,12.84,0.74,18.5,2.5,26.7,36,33.7,42.5,39.8,46.3,32,601.1,770.3,603.1,585.5,600.3,598.3,605.6,627.5,26.2,25.3,25.3,25.4,25.1,24.8,24.7,24.6,0.6,-1,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.902,-1.392,-4.433,-5.551,-3.966,-1.467,1.626
"2026-01-22 01:15:00",470,12.83,0.74,18.42,2.5,26.7,36,33.7,42.1,39.8,46.3,32,601.4,774.3,603.3,585.5,600.3,598.8,606,627.8,26.2,25.3,25.3,25.4,25.1,24.8,24.7,24.6,0.6,-0.9,-0.6,-1,-1.7,-4,-2.2,0.5,948,-1.84,-1.281,-4.395,-5.547,-3.935,-1.467,1.482
"2026-01-22 01:30:00",471,12.84,0.73,18.39,2.5,26.7,36,33.7,42.1,39.8,45.9,32,601.7,778.6,603.6,585.4,600,599.3,606.3,628.3,26.2,25.2,25.3,25.4,25.1,24.8,24.6,24.6,0.6,-0.8,-0.6,-0.9,-1.6,-3.9,-2.1,0.5,948,-1.764,-1.199,-4.257,-5.424,-3.792,-1.235,1.592
"2026-01-22 01:45:00",472,12.83,0.73,18.38,2.5,27.1,36.5,32.9,42.5,39.8,45.9,31.3,602.2,782.8,603.7,585.4,600.1,599.6,606.6,628.6,26.2,25.2,25.3,25.3,25,24.8,24.6,24.6,0.6,-0.9,-0.6,-1,-1.6,-3.9,-2.2,0.5,948,-1.857,-1.247,-4.297,-5.49,-3.862,-1.293,1.673
"2026-01-22 02:00:00",473,12.83,0.73,18.37,2.7,26.7,36,33.7,42.1,39.8,45.9,32,602.6,787.2,603.8,585.4,599.9,600,607,629,26.2,25.2,25.2,25.3,25.1,24.8,24.6,24.6,0.6,-1,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.981,-1.486,-4.482,-5.699,-4.019,-1.456,1.565
"2026-01-22 02:15:00",474,12.82,0.73,18.32,2.5,26.7,36,33.7,42.5,40.2,45.9,31.7,602.8,791.2,603.7,585.5,599.6,600.3,607.3,629.4,26.2,25.2,25.3,25.3,25,24.8,24.6,24.6,0.6,-0.9,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.795,-1.349,-4.365,-5.485,-3.917,-1.344,1.598
"2026-01-22 02:30:00",475,12.82,0.72,18.23,2.5,27.1,36.5,33.3,42.1,39.8,46.3,31.7,603,795.1,603.6,585.4,599.7,600.6,607.6,629.7,26.2,25.2,25.2,25.3,25.1,24.8,24.6,24.6,0.6,-0.8,-0.6,-0.9,-1.6,-3.9,-2.1,0.5,948,-1.695,-1.162,-4.248,-5.439,-3.792,-1.208,1.627
"2026-01-22 02:45:00",476,12.81,0.72,18.12,2.7,26.4,37.3,33.7,42.1,39.8,46.6,32.4,603.2,799,603.4,585.3,598.8,600.9,608,630,26.1,25.2,25.2,25.3,25,24.8,24.6,24.6,0.6,-0.8,-0.6,-0.9,-1.6,-3.9,-2.1,0.5,948,-1.651,-1.172,-4.234,-5.392,-3.8,-1.257,1.601
"2026-01-22 03:00:00",477,12.81,0.72,18.01,2.5,27.1,36.9,33.3,43.5,39.8,45.9,32,603.4,803,603.4,585.4,598.4,601.4,608.3,630.4,26.1,25.2,25.2,25.3,25,24.8,24.6,24.6,0.6,-0.9,-0.6,-0.9,-1.6,-3.9,-2.1,0.5,948,-1.739,-1.232,-4.263,-5.431,-3.822,-1.289,1.603
"2026-01-22 03:15:00",478,12.8,0.72,17.92,2.5,27.1,36.5,33.7,43,39.3,46.3,32.4,603.8,806,603.4,585.4,598.5,601.7,608.6,630.7,26.1,25.2,25.2,25.3,25,24.8,24.6,24.6,0.6,-0.9,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.815,-1.279,-4.357,-5.483,-3.982,-1.383,1.626
"2026-01-22 03:30:00",479,12.8,0.71,17.83,2.5,27.1,36.5,32.9,42.5,40.2,46.3,32,604.1,810,603.4,585.4,598.6,602,608.9,631,26.1,25.2,25.2,25.3,25,24.8,24.6,24.5,0.6,-0.9,-0.6,-0.9,-1.6,-3.9,-2.1,0.5,948,-1.709,-1.196,-4.231,-5.44,-3.824,-1.285,1.664
"2026-01-22 03:45:00",480,12.79,0.71,17.72,2.7,27.1,36,32.9,42.5,39.3,45.9,31.7,604.4,813,603.2,585.1,598.5,602.3,609.3,631.3,26.1,25.2,25.2,25.2,25,24.8,24.6,24.6,0.6,-1,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.835,-1.315,-4.405,-5.526,-3.958,-1.378,1.604
"2026-01-22 04:00:00",481,12.79,0.71,17.59,2.5,27.1,36.5,33.7,42.5,39.8,45.9,32,604.4,816,602.8,585,596.7,602.6,609.6,631.6,26.1,25.1,25.2,25.3,25,24.8,24.6,24.5,0.6,-1,-0.7,-1.1,-1.8,-4.1,-2.3,0.5,948,-1.815,-1.309,-4.35,-5.534,-3.95,-1.366,1.645
"2026-01-22 04:15:00",482,12.79,0.71,17.48,2.5,26.7,36.5,33.7,42.1,39.8,46.3,31.7,604.7,819,602.8,585.2,596.3,603,609.9,631.9,26.1,25.1,25.2,25.2,25,24.8,24.6,24.6,0.6,-1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,948,-1.787,-1.335,-4.362,-5.55,-3.967,-1.377,1.735
"2026-01-22 04:30:00",483,12.78,0.71,17.42,2.5,27.1,36,34.1,42.5,40.2,45.9,31.7,605.1,822,603.1,585.4,596.7,603.3,610.1,632.3,26.1,25.1,25.2,25.2,25,24.8,24.6,24.5,0.6,-1.1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,948,-1.91,-1.423,-4.42,-5.639,-3.994,-1.397,1.686
"2026-01-22 04:45:00",484,12.78,0.71,17.39,2.5,26.7,36.5,33.3,42.1,39.8,45.9,32,605.5,825,603.1,585,596.8,603.6,610.5,632.7,26.1,25.2,25.1,25.2,25,24.8,24.6,24.6,0.6,-0.9,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.808,-1.317,-4.347,-5.507,-3.985,-1.404,1.709
"2026-01-22 05:00:00",485,12.78,0.71,17.37,2.5,26.7,36,33.3,42.1,40.2,46.3,31.7,605.9,828,603.2,585,597.1,604,610.8,633,26,25.2,25.2,25.2,25,24.8,24.6,24.6,0.6,-1,-0.7,-1,-1.7,-4,-2.2,0.5,948,-1.777,-1.24,-4.319,-5.482,-3.892,-1.37,1.614
"2026-01-22 05:15:00",486,12.77,0.7,17.32,2.5,27.8,36.5,32.9,42.1,39.8,46.3,31.7,606.3,831,603.1,585,597.3,604.2,611,633.3,26,25.1,25.2,25.2,25,24.8,24.6,24.5,0.6,-1,-0.8,-1.1,-1.8,-4.1,-2.3,0.5,948,-1.793,-1.264,-4.312,-5.499,-3.918,-1.404,1.693
"2026-01-22 05:30:00",487,12.77,0.7,17.23,2.7,26.7,36,33.7,42.1,39.8,46.3,31.7,606.6,833,603,585,597.4,600.4,611.2,633.6,26,25.1,25.1,25.2,25,24.7,24.6,24.5,0.6,-1.2,-0.9,-1.2,-1.9,-4.2,-2.4,0.5,948,-1.977,-1.457,-4.478,-5.638,-4.053,-1.391,1.755
